日期,时间,FEE+5V电流,时间码:秒,时间码:毫秒,上一指令类型-FEE工作状态,采集配置参数,接收指令计数,错误指令计数,科学数据包计数,电荷芯片1工作电流,电荷芯片2工作电流,电荷芯片3工作电流,电荷芯片1限流参数,电荷芯片2限流参数,电荷芯片3限流参数,光电管温度遥测1,光电管温度遥测2,光电管温度遥测3,光电管温度遥测4,光电管温度遥测5,光电管温度遥测6,光电管温度遥测7,光电管温度遥测8,光电管温度遥测9,FEE温度1,FEE温度2,FEE温度3,FEE温度4,Cebr采集延迟,中子首脉冲延迟,中子次脉冲延时1,中子次脉冲延迟2,双脉冲参数0,双脉冲参数1,双脉冲参数2,双脉冲参数3,伽马通道选择,中子通道使能1,中子通道使能2,错误状态,科学数据时间-伽马符合窗,多触发使能-各通道逐事例使能,分组标志-包序列计数,全零
2024年09月11日,09:15:28,0,F32C,296,25_0,0,7,0,573,64,71,66,0,0,0,26.753240,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,29.270838,25.316496,26.332859,25.789724,15,40,6,14,36,498,1998,2558,9E,FF,FF,0_0,0_b,1_1ff,3_12921,0_0_0,
2024年09月11日,09:15:29,0,F32D,296,87_0,0,9,0,573,64,71,66,0,0,0,26.753240,-58.550623,-57.705201,-57.705201,-57.705201,-57.587969,-58.182837,-51.818398,-50.381820,29.270838,25.316496,26.397244,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12922,0_0_0,
2024年09月11日,09:15:30,0,F32E,296,25_0,0,10,0,573,64,71,66,0,0,0,26.785762,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,29.305543,25.347873,26.397244,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12923,0_0_0,
2024年09月11日,09:15:31,0,F32F,295,25_0,0,11,0,573,64,71,66,0,0,0,26.753240,-58.927081,-57.705201,-57.823290,-57.587969,-57.823290,-58.182837,-51.818398,-50.381820,29.305543,25.347873,26.365038,25.821471,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12924,0_0_0,
2024年09月11日,09:15:32,0,F330,296,25_0,0,12,0,573,64,71,66,0,0,0,26.623417,-58.550623,-57.705201,-57.823290,-57.705201,-57.587969,-58.304497,-51.735495,-50.381820,29.270838,25.379275,26.236475,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12925,0_0_0,
2024年09月11日,09:15:33,0,F331,295,25_0,0,13,0,573,64,71,66,0,0,0,26.494018,-58.800603,-57.705201,-57.705201,-57.587969,-57.705201,-58.182837,-51.735495,-50.381820,29.270838,25.347873,26.108323,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12926,0_0_0,
2024年09月11日,09:15:34,0,F332,296,25_0,0,14,0,573,64,71,66,0,0,0,26.591028,-58.800603,-57.587969,-57.705201,-57.587969,-57.705201,-58.182837,-51.652977,-50.305261,29.305543,25.347873,26.044401,25.821471,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12927,0_0_0,
2024年09月11日,09:15:35,0,F333,296,25_0,0,15,0,573,64,71,66,0,0,0,26.753240,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.062094,-51.735495,-50.381820,29.270838,25.347873,25.916861,25.853242,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12928,0_0_0,
2024年09月11日,09:15:36,0,F334,296,25_0,0,16,0,573,64,71,66,0,0,0,26.916119,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,29.305543,25.347873,25.948708,25.885039,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12929,0_0_0,
2024年09月11日,09:15:37,0,F335,295,25_0,0,17,0,573,64,71,67,0,0,0,27.014170,-58.800603,-57.587969,-57.823290,-57.587969,-57.587969,-58.304497,-51.652977,-50.381820,29.270838,25.347873,25.853242,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12930,0_0_0,
2024年09月11日,09:15:38,0,F336,296,25_0,0,18,0,573,64,71,66,0,0,0,26.850887,-58.675123,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.305543,25.347873,25.821471,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12931,0_0_0,
2024年09月11日,09:15:39,0,F337,295,25_0,0,19,0,573,64,71,66,0,0,0,26.655833,-58.927081,-57.471579,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.236165,25.347873,25.726306,25.885039,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12932,0_0_0,
2024年09月11日,09:15:40,0,F338,296,25_0,0,20,0,573,64,71,66,0,0,0,26.655833,-58.550623,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.458703,29.236165,25.347873,25.758003,25.853242,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12933,0_0_0,
2024年09月11日,09:15:41,0,F339,296,87_3,0,22,0,574,64,71,66,0,0,0,26.753240,-58.927081,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.166914,25.347873,25.726306,25.885039,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12934,0_0_0,
2024年09月11日,09:15:42,0,F33A,295,25_3,0,23,0,575,64,71,66,0,0,0,26.753240,-58.675123,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,29.166914,25.347873,25.758003,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12935,0_0_0,
2024年09月11日,09:15:43,0,F33B,296,25_3,0,24,0,576,64,71,67,0,0,0,26.655833,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,29.166914,25.347873,25.789724,25.948708,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12936,0_0_0,
2024年09月11日,09:15:44,0,F33C,296,25_3,0,25,0,577,64,71,66,0,0,0,26.591028,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.166914,25.347873,25.853242,25.948708,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12937,0_0_0,
2024年09月11日,09:15:45,0,F33D,295,25_3,0,26,0,578,64,71,66,0,0,0,26.526328,-58.800603,-57.587969,-57.823290,-57.587969,-57.705201,-58.182837,-51.735495,-50.381820,29.166914,25.347873,25.789724,25.980580,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12938,0_0_0,
2024年09月11日,09:15:46,0,F33E,296,25_3,0,27,0,579,64,71,66,0,0,0,26.591028,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,29.166914,25.347873,25.885039,25.980580,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12939,0_0_0,
2024年09月11日,09:15:47,0,F33F,296,25_3,0,28,0,580,64,71,67,0,0,0,26.526328,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,29.132335,25.347873,25.821471,25.948708,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12940,0_0_0,
2024年09月11日,09:15:48,0,F340,295,25_3,0,29,0,581,64,71,66,0,0,0,26.397244,-58.675123,-57.587969,-57.823290,-57.471579,-57.705201,-58.182837,-51.735495,-50.381820,29.063272,25.347873,25.662988,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12941,0_0_0,
2024年09月11日,09:15:49,0,F341,295,25_3,0,30,0,582,64,71,66,0,0,0,26.268577,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,29.028787,25.347873,25.599768,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12942,0_0_0,
2024年09月11日,09:15:50,0,F342,296,25_3,0,31,0,583,64,72,67,0,0,0,26.044401,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,29.028787,25.347873,25.473625,25.916861,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12943,0_0_0,
2024年09月11日,09:15:51,0,F343,296,25_3,0,32,0,584,64,72,66,0,0,0,25.948708,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.304497,-51.652977,-50.381820,28.925519,25.316496,25.379275,25.885039,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12944,0_0_0,
2024年09月11日,09:15:52,0,F344,296,25_3,0,33,0,585,64,71,66,0,0,0,25.885039,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.891158,25.347873,25.347873,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12945,0_0_0,
2024年09月11日,09:15:53,0,F345,295,25_3,0,34,0,586,64,71,66,0,0,0,25.853242,-58.675123,-57.587969,-57.823290,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,28.891158,25.347873,25.316496,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12946,0_0_0,
2024年09月11日,09:15:54,0,F346,296,25_3,0,35,0,587,64,71,67,0,0,0,25.726306,-58.800603,-57.705201,-57.823290,-57.705201,-57.705201,-58.062094,-51.818398,-50.381820,28.856828,25.347873,25.285143,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12947,0_0_0,
2024年09月11日,09:15:55,0,F347,296,25_3,0,37,0,588,64,71,66,0,0,0,25.694635,-58.800603,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.818398,-50.381820,28.822529,25.347873,25.253814,25.694635,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12948,0_0_0,
2024年09月11日,09:15:56,0,F348,296,25_3,0,37,0,589,64,71,67,0,0,0,25.758003,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.458703,28.754023,25.347873,25.191229,25.568196,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12949,0_0_0,
2024年09月11日,09:15:57,0,F349,296,25_3,0,38,0,590,64,71,66,0,0,0,25.853242,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.304497,-51.735495,-50.381820,28.788261,25.316496,25.191229,25.536648,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12950,0_0_0,
2024年09月11日,09:15:58,0,F34A,296,25_3,0,39,0,591,64,71,66,0,0,0,25.980580,-58.800603,-57.587969,-57.942249,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.754023,25.347873,25.159972,25.410701,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12951,0_0_0,
2024年09月11日,09:15:59,0,F34B,296,25_3,0,40,0,592,64,71,66,0,0,0,25.916861,-58.800603,-57.587969,-57.705201,-57.587969,-57.705201,-58.182837,-51.652977,-50.458703,28.754023,25.347873,25.159972,25.379275,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12952,0_0_0,
2024年09月11日,09:16:00,0,F34C,296,25_3,0,41,0,593,64,71,66,0,0,0,25.853242,-58.675123,-57.587969,-57.705201,-57.705201,-57.587969,-58.182837,-51.652977,-50.381820,28.754023,25.316496,25.128740,25.410701,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12953,0_0_0,
2024年09月11日,09:16:01,0,F34D,295,25_3,0,42,0,594,64,71,66,0,0,0,25.853242,-58.800603,-57.471579,-57.587969,-57.587969,-57.705201,-58.182837,-51.652977,-50.381820,28.754023,25.316496,25.316496,25.631366,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12954,0_0_0,
2024年09月11日,09:16:02,0,F34E,295,25_3,0,43,0,595,64,71,66,0,0,0,25.885039,-58.800603,-57.705201,-57.823290,-57.823290,-57.705201,-58.182837,-51.818398,-50.381820,28.754023,25.316496,25.379275,25.662988,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12955,0_0_0,
2024年09月11日,09:16:03,0,F34F,296,25_3,0,44,0,596,64,71,66,0,0,0,26.044401,-58.675123,-57.705201,-57.705201,-57.823290,-57.705201,-58.182837,-51.818398,-50.381820,28.719815,25.316496,25.505124,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12956,0_0_0,
2024年09月11日,09:16:04,0,F350,296,25_3,0,45,0,597,64,71,66,0,0,0,26.108323,-58.800603,-57.705201,-57.823290,-57.823290,-57.705201,-58.062094,-51.735495,-50.381820,28.719815,25.316496,25.505124,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12957,0_0_0,
2024年09月11日,09:16:05,0,F351,295,25_3,0,46,0,598,64,71,67,0,0,0,26.236475,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,28.754023,25.347873,25.536648,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12958,0_0_0,
2024年09月11日,09:16:06,0,F352,296,25_3,0,47,0,599,64,71,67,0,0,0,26.268577,-58.800603,-57.471579,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.754023,25.347873,25.568196,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12959,0_0_0,
2024年09月11日,09:16:07,0,F353,296,25_3,0,48,0,600,64,71,66,0,0,0,26.236475,-58.550623,-57.705201,-57.705201,-57.705201,-57.705201,-58.062094,-51.735495,-50.381820,28.754023,25.347873,25.505124,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12960,0_0_0,
2024年09月11日,09:16:08,0,F354,296,25_3,0,49,0,601,64,71,66,0,0,0,26.332859,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.304497,-51.735495,-50.381820,28.754023,25.347873,25.505124,25.853242,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12961,0_0_0,
2024年09月11日,09:16:09,0,F355,295,25_3,0,50,0,602,64,71,67,0,0,0,26.332859,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.788261,25.347873,25.536648,25.821471,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12962,0_0_0,
2024年09月11日,09:16:10,0,F356,295,25_3,0,51,0,603,64,71,67,0,0,0,26.332859,-58.800603,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.822529,25.347873,25.599768,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12963,0_0_0,
2024年09月11日,09:16:11,0,F357,296,25_3,0,52,0,604,64,71,66,0,0,0,26.332859,-58.800603,-57.705201,-57.823290,-57.705201,-57.705201,-58.182837,-51.818398,-50.381820,28.891158,25.347873,25.631366,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12964,0_0_0,
2024年09月11日,09:16:12,0,F358,296,25_3,0,54,0,605,64,71,66,0,0,0,26.268577,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.891158,25.347873,25.631366,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12965,0_0_0,
2024年09月11日,09:16:13,0,F359,296,25_3,0,54,0,606,64,71,66,0,0,0,26.236475,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.735495,-50.381820,28.891158,25.347873,25.536648,25.694635,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12966,0_0_0,
2024年09月11日,09:16:14,0,F35A,296,25_3,0,55,0,607,64,71,66,0,0,0,26.204398,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.182837,-51.818398,-50.381820,28.891158,25.379275,25.599768,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12967,0_0_0,
2024年09月11日,09:16:15,0,F35B,296,25_3,0,56,0,608,64,71,66,0,0,0,26.236475,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.891158,25.347873,25.599768,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12968,0_0_0,
2024年09月11日,09:16:16,0,F35C,296,25_3,0,58,0,609,64,71,66,0,0,0,26.365038,-58.675123,-57.705201,-57.705201,-57.823290,-57.705201,-58.182837,-51.735495,-50.381820,28.891158,25.379275,25.694635,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12969,0_0_0,
2024年09月11日,09:16:17,0,F35D,296,87_0,0,59,0,609,64,71,66,0,0,0,26.461734,-58.675123,-57.587969,-57.823290,-57.587969,-57.705201,-58.062094,-51.652977,-50.381820,28.891158,25.347873,25.726306,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12970,0_0_0,
2024年09月11日,09:16:18,0,F35E,295,25_0,0,60,0,609,64,71,66,0,0,0,26.494018,-58.927081,-57.705201,-57.705201,-57.823290,-57.705201,-58.304497,-51.735495,-50.305261,28.925519,25.316496,25.694635,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12971,0_0_0,
2024年09月11日,09:16:19,0,F35F,296,25_0,0,61,0,609,64,71,66,0,0,0,26.623417,-58.927081,-57.587969,-57.705201,-57.705201,-57.587969,-58.182837,-51.652977,-50.305261,28.925519,25.347873,25.758003,25.694635,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12972,0_0_0,
2024年09月11日,09:16:20,0,F360,296,25_0,0,62,0,609,64,71,66,0,0,0,26.720744,-58.800603,-57.587969,-57.705201,-57.705201,-57.823290,-58.182837,-51.735495,-50.381820,28.925519,25.347873,25.853242,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12973,0_0_0,
2024年09月11日,09:16:21,0,F361,296,25_0,0,63,0,609,64,71,66,0,0,0,26.720744,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,28.959911,25.347873,25.916861,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12974,0_0_0,
2024年09月11日,09:16:22,0,F362,296,25_0,0,64,0,609,64,71,67,0,0,0,26.655833,-58.927081,-57.587969,-57.705201,-57.471579,-57.823290,-58.182837,-51.735495,-50.381820,28.994333,25.379275,25.885039,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12975,0_0_0,
2024年09月11日,09:16:23,0,F363,296,25_0,0,65,0,609,64,71,66,0,0,0,26.526328,-58.675123,-57.823290,-57.587969,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,28.959911,25.347873,25.853242,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12976,0_0_0,
2024年09月11日,09:16:24,0,F364,295,25_0,0,66,0,609,64,71,66,0,0,0,26.332859,-58.800603,-57.471579,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,28.891158,25.347873,25.758003,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12977,0_0_0,
2024年09月11日,09:16:25,0,F365,296,25_0,0,67,0,609,64,71,66,0,0,0,26.300705,-58.675123,-57.705201,-57.705201,-57.705201,-57.587969,-58.304497,-51.652977,-50.381820,28.891158,25.316496,25.694635,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12978,0_0_0,
2024年09月11日,09:16:26,0,F366,296,25_0,0,68,0,609,64,71,66,0,0,0,26.236475,-58.800603,-57.471579,-57.823290,-57.587969,-57.705201,-58.182837,-51.652977,-50.381820,28.856828,25.347873,25.631366,25.789724,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12979,0_0_0,
2024年09月11日,09:16:27,0,F367,295,25_0,0,69,0,609,64,71,66,0,0,0,26.236475,-58.927081,-57.705201,-57.942249,-57.587969,-57.587969,-58.182837,-51.652977,-50.381820,28.856828,25.347873,25.758003,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12980,0_0_0,
2024年09月11日,09:16:28,0,F368,295,25_0,0,70,0,609,64,71,66,0,0,0,26.204398,-58.800603,-57.587969,-57.705201,-57.587969,-57.705201,-58.182837,-51.652977,-50.305261,28.891158,25.347873,25.853242,25.758003,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12981,0_0_0,
2024年09月11日,09:16:29,0,F369,296,25_0,0,71,0,609,64,71,66,0,0,0,26.236475,-58.800603,-57.705201,-57.705201,-57.587969,-57.705201,-58.182837,-51.735495,-50.381820,28.891158,25.316496,25.885039,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12982,0_0_0,
2024年09月11日,09:16:30,0,F36A,295,25_0,0,72,0,609,64,71,66,0,0,0,26.236475,-58.927081,-57.471579,-57.705201,-57.705201,-57.587969,-58.182837,-51.652977,-50.381820,28.891158,25.316496,25.885039,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12983,0_0_0,
2024年09月11日,09:16:31,0,F36B,296,25_0,0,73,0,609,64,71,66,0,0,0,26.300705,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-57.942249,-51.735495,-50.381820,28.891158,25.316496,25.885039,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12984,0_0_0,
2024年09月11日,09:16:32,0,F36C,296,25_0,0,74,0,609,64,71,66,0,0,0,26.204398,-58.675123,-57.705201,-57.823290,-57.705201,-57.705201,-58.304497,-51.818398,-50.381820,28.891158,25.316496,25.916861,25.726306,15,40,6,14,36,498,1998,2558,9E,0,FF,0_0,0_b,1_1ff,3_12985,0_0_0,
