日期,时间,FEE+5V电流,时间码:秒,时间码:毫秒,上一指令类型-FEE工作状态,采集配置参数,接收指令计数,错误指令计数,科学数据包计数,电荷芯片1工作电流,电荷芯片2工作电流,电荷芯片3工作电流,电荷芯片1限流参数,电荷芯片2限流参数,电荷芯片3限流参数,光电管温度遥测1,光电管温度遥测2,光电管温度遥测3,光电管温度遥测4,光电管温度遥测5,光电管温度遥测6,光电管温度遥测7,光电管温度遥测8,光电管温度遥测9,FEE温度1,FEE温度2,FEE温度3,FEE温度4,Cebr采集延迟,中子首脉冲延迟,中子次脉冲延时1,中子次脉冲延迟2,双脉冲参数0,双脉冲参数1,双脉冲参数2,双脉冲参数3,伽马通道选择,中子通道使能1,中子通道使能2,错误状态,科学数据时间-伽马符合窗,多触发使能-各通道逐事例使能,分组标志-包序列计数,全零
2024年09月11日,16:47:31,0,10BB,305,25_3,0,179,0,301,64,71,66,0,0,0,27.807516,-58.927081,-57.823290,-57.705201,-57.587969,-57.823290,-58.182837,-51.735495,-50.381820,30.148143,26.753240,27.342780,26.076349,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3600,0_0_0,
2024年09月11日,16:47:32,0,10BC,304,25_3,0,179,0,302,64,71,67,0,0,0,27.807516,-58.675123,-57.471579,-57.705201,-57.705201,-57.705201,-58.062094,-51.735495,-50.381820,30.077203,26.785762,27.375793,26.108323,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3601,0_0_0,
2024年09月11日,16:47:33,0,10BD,305,25_3,0,180,0,303,64,71,67,0,0,0,27.774136,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.735495,-50.305261,30.077203,26.753240,27.408834,26.172347,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3602,0_0_0,
2024年09月11日,16:47:34,0,10BE,305,25_3,0,182,0,304,64,71,67,0,0,0,27.640903,-58.800603,-57.705201,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.041783,26.818311,27.309795,26.140322,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3603,0_0_0,
2024年09月11日,16:47:35,0,10BF,304,25_3,0,182,0,305,64,71,67,0,0,0,27.508123,-58.675123,-57.705201,-57.705201,-57.823290,-57.587969,-58.182837,-51.735495,-50.381820,30.006397,26.818311,27.145285,26.012478,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3604,0_0_0,
2024年09月11日,16:47:36,0,10C0,305,25_3,0,183,0,306,64,71,67,0,0,0,27.408834,-58.675123,-57.705201,-57.705201,-57.823290,-57.471579,-58.182837,-51.652977,-50.381820,29.971043,26.850887,27.046907,25.980580,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3605,0_0_0,
2024年09月11日,16:47:37,0,10C1,305,25_3,0,184,0,307,64,71,67,0,0,0,27.441902,-58.927081,-57.705201,-57.705201,-57.705201,-57.587969,-58.304497,-51.652977,-50.381820,29.971043,26.850887,26.948775,26.044401,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3606,0_0_0,
2024年09月11日,16:47:38,0,10C2,304,25_3,0,185,0,308,64,71,66,0,0,0,27.508123,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.735495,-50.381820,30.006397,26.883489,26.916119,26.108323,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3607,0_0_0,
2024年09月11日,16:47:39,0,10C3,304,25_3,0,186,0,309,64,71,67,0,0,0,27.441902,-58.427086,-57.587969,-57.823290,-57.705201,-57.705201,-58.062094,-51.652977,-50.458703,30.006397,26.850887,26.883489,26.172347,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3608,0_0_0,
2024年09月11日,16:47:40,0,10C4,304,25_3,0,187,0,310,64,71,66,0,0,0,27.309795,-58.675123,-57.705201,-57.705201,-57.823290,-57.587969,-58.182837,-51.735495,-50.381820,30.041783,26.850887,26.981459,26.044401,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3609,0_0_0,
2024年09月11日,16:47:41,0,10C5,304,25_3,0,188,0,311,64,71,67,0,0,0,27.276838,-58.800603,-57.587969,-57.942249,-57.587969,-57.587969,-58.182837,-51.652977,-50.381820,30.077203,26.883489,27.014170,25.980580,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3610,0_0_0,
2024年09月11日,16:47:42,0,10C6,304,25_3,0,189,0,312,64,71,67,0,0,0,27.178132,-58.800603,-57.587969,-57.587969,-57.705201,-57.587969,-58.182837,-51.652977,-50.458703,30.112656,26.850887,27.014170,25.948708,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3611,0_0_0,
2024年09月11日,16:47:43,0,10C7,305,25_3,0,190,0,313,64,71,67,0,0,0,27.046907,-58.550623,-57.587969,-57.823290,-57.705201,-57.823290,-58.062094,-51.652977,-50.458703,30.077203,26.850887,26.916119,26.012478,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3612,0_0_0,
2024年09月11日,16:47:44,0,10C8,305,25_3,0,191,0,314,64,71,67,0,0,0,27.112465,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.304497,-51.652977,-50.305261,30.077203,26.785762,26.916119,25.916861,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3613,0_0_0,
2024年09月11日,16:47:45,0,10C9,304,87_0,0,193,0,314,64,72,67,0,0,0,27.112465,-58.800603,-57.471579,-57.942249,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.041783,26.818311,26.883489,25.853242,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3614,0_0_0,
2024年09月11日,16:47:46,0,10CA,304,25_0,0,194,0,314,64,72,66,0,0,0,27.276838,-58.800603,-57.705201,-57.705201,-57.823290,-57.587969,-58.182837,-51.735495,-50.305261,30.112656,26.818311,26.916119,25.853242,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3615,0_0_0,
2024年09月11日,16:47:47,0,10CB,304,25_0,0,195,0,314,64,71,66,0,0,0,27.408834,-58.675123,-57.356017,-57.823290,-57.471579,-57.823290,-57.942249,-51.735495,-50.381820,30.112656,26.850887,26.948775,25.916861,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3616,0_0_0,
2024年09月11日,16:47:48,0,10CC,304,25_0,0,196,0,314,64,71,66,0,0,0,27.541276,-58.800603,-57.705201,-57.471579,-57.823290,-57.705201,-58.182837,-51.652977,-50.381820,30.183663,26.818311,27.014170,25.916861,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3617,0_0_0,
2024年09月11日,16:47:49,0,10CD,305,25_0,0,197,0,314,64,71,66,0,0,0,27.574457,-58.800603,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.148143,26.818311,27.079672,25.916861,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3618,0_0_0,
2024年09月11日,16:47:50,0,10CE,304,25_0,0,198,0,314,64,71,67,0,0,0,27.674169,-58.427086,-57.587969,-57.705201,-57.587969,-57.823290,-58.182837,-51.652977,-50.381820,30.183663,26.850887,27.112465,25.980580,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3619,0_0_0,
2024年09月11日,16:47:51,0,10CF,304,25_0,0,199,0,314,64,71,67,0,0,0,27.640903,-58.304497,-57.705201,-57.823290,-57.705201,-57.705201,-58.062094,-51.652977,-50.458703,30.148143,26.818311,26.981459,26.108323,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3620,0_0_0,
2024年09月11日,16:47:52,0,10D0,304,25_0,0,200,0,314,64,71,66,0,0,0,27.640903,-58.675123,-57.587969,-57.823290,-57.705201,-57.705201,-58.062094,-51.735495,-50.381820,30.148143,26.818311,26.981459,26.140322,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3621,0_0_0,
2024年09月11日,16:47:53,0,10D1,304,25_0,0,201,0,314,64,71,67,0,0,0,27.707463,-58.800603,-57.705201,-57.471579,-57.823290,-57.705201,-58.182837,-51.652977,-50.381820,30.183663,26.753240,27.014170,26.076349,15,40,6,14,36,500,2000,2560,A0,FF,FF,0_0,0_a,1_1ff,3_3622,0_0_0,
2024年09月11日,16:47:54,0,10D2,304,87_0,0,203,0,314,64,71,66,0,0,0,27.807516,-58.550623,-57.587969,-57.705201,-57.587969,-57.942249,-58.062094,-51.735495,-50.381820,30.148143,26.785762,26.948775,26.172347,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3623,0_0_0,
2024年09月11日,16:47:55,0,10D3,304,25_0,0,204,0,314,64,72,66,0,0,0,27.674169,-58.550623,-57.705201,-57.587969,-57.823290,-57.823290,-58.062094,-51.735495,-50.381820,30.183663,26.753240,26.883489,26.108323,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3624,0_0_0,
2024年09月11日,16:47:56,0,10D4,305,25_0,0,206,0,314,64,71,66,0,0,0,27.474999,-58.800603,-57.705201,-57.705201,-57.471579,-57.942249,-57.942249,-51.735495,-50.381820,30.112656,26.785762,26.720744,26.076349,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3625,0_0_0,
2024年09月11日,16:47:57,0,10D5,304,25_0,0,206,0,314,64,71,67,0,0,0,27.342780,-58.304497,-57.705201,-57.705201,-57.705201,-57.823290,-58.182837,-51.735495,-50.458703,30.077203,26.785762,26.655833,25.980580,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3626,0_0_0,
2024年09月11日,16:47:58,0,10D6,305,87_3,0,208,0,314,64,71,67,0,0,0,27.211006,-58.800603,-57.587969,-57.823290,-57.705201,-57.587969,-58.182837,-51.652977,-50.381820,30.041783,26.785762,26.623417,25.948708,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3627,0_0_0,
2024年09月11日,16:47:59,0,10D7,304,25_3,0,209,0,315,64,71,66,0,0,0,27.112465,-58.550623,-57.705201,-57.823290,-57.823290,-57.705201,-58.304497,-51.818398,-50.381820,30.041783,26.753240,26.526328,25.948708,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3628,0_0_0,
2024年09月11日,16:48:00,0,10D8,304,25_3,0,210,0,316,64,71,67,0,0,0,27.046907,-58.550623,-57.471579,-57.942249,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.006397,26.753240,26.494018,25.885039,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3629,0_0_0,
2024年09月11日,16:48:01,0,10D9,305,25_3,0,212,0,317,64,71,67,0,0,0,27.145285,-58.550623,-57.705201,-57.471579,-57.942249,-57.587969,-58.182837,-51.735495,-50.381820,30.006397,26.753240,26.429476,25.789724,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3630,0_0_0,
2024年09月11日,16:48:02,0,10DA,304,25_3,0,212,0,318,64,71,67,0,0,0,27.243908,-58.550623,-57.471579,-57.823290,-57.471579,-57.705201,-58.182837,-51.735495,-50.381820,29.971043,26.753240,26.397244,25.789724,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3631,0_0_0,
2024年09月11日,16:48:03,0,10DB,305,25_3,0,214,0,319,64,71,67,0,0,0,27.276838,-58.675123,-57.587969,-57.705201,-57.705201,-57.587969,-58.182837,-51.735495,-50.381820,29.971043,26.720744,26.397244,25.694635,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3632,0_0_0,
2024年09月11日,16:48:04,0,10DC,304,25_3,0,214,0,320,64,71,67,0,0,0,27.342780,-58.304497,-57.705201,-57.705201,-57.705201,-57.823290,-58.062094,-51.735495,-50.458703,29.935723,26.753240,26.268577,25.568196,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3633,0_0_0,
2024年09月11日,16:48:05,0,10DD,304,25_3,0,215,0,321,64,71,66,0,0,0,27.574457,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,29.935723,26.720744,26.172347,25.473625,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3634,0_0_0,
2024年09月11日,16:48:06,0,10DE,305,25_3,0,216,0,322,64,71,66,0,0,0,27.441902,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.381820,29.865182,26.753240,26.076349,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3635,0_0_0,
2024年09月11日,16:48:07,0,10DF,305,25_3,0,217,0,323,64,71,67,0,0,0,27.243908,-58.427086,-57.471579,-57.823290,-57.587969,-57.705201,-58.182837,-51.652977,-50.381820,29.865182,26.753240,25.980580,25.347873,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3636,0_0_0,
2024年09月11日,16:48:08,0,10E0,304,25_3,0,218,0,324,64,71,67,0,0,0,27.178132,-58.927081,-57.471579,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.865182,26.720744,25.980580,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3637,0_0_0,
2024年09月11日,16:48:09,0,10E1,304,25_3,0,219,0,325,64,71,67,0,0,0,27.145285,-58.675123,-57.587969,-57.823290,-57.587969,-57.705201,-58.304497,-51.652977,-50.381820,29.865182,26.720744,25.980580,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3638,0_0_0,
2024年09月11日,16:48:10,0,10E2,305,25_3,0,220,0,326,64,72,67,0,0,0,27.276838,-58.675123,-57.705201,-57.705201,-57.705201,-57.587969,-58.182837,-51.652977,-50.381820,29.865182,26.655833,25.980580,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3639,0_0_0,
2024年09月11日,16:48:11,0,10E3,304,25_3,0,221,0,327,64,71,66,0,0,0,27.375793,-58.675123,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.735495,-50.381820,29.865182,26.655833,25.948708,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3640,0_0_0,
2024年09月11日,16:48:12,0,10E4,304,25_3,0,222,0,328,64,71,67,0,0,0,27.375793,-58.550623,-57.471579,-57.942249,-57.587969,-57.705201,-58.182837,-51.735495,-50.381820,29.900436,26.623417,26.044401,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3641,0_0_0,
2024年09月11日,16:48:13,0,10E5,305,25_3,0,223,0,329,64,71,67,0,0,0,27.375793,-58.550623,-57.587969,-57.942249,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,29.935723,26.623417,26.108323,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3642,0_0_0,
2024年09月11日,16:48:14,0,10E6,304,25_3,0,224,0,330,64,71,67,0,0,0,27.408834,-58.800603,-57.587969,-57.823290,-57.587969,-57.705201,-58.182837,-51.652977,-50.305261,30.006397,26.623417,26.108323,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3643,0_0_0,
2024年09月11日,16:48:15,0,10E7,305,25_3,0,225,0,331,64,71,67,0,0,0,27.375793,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,30.006397,26.623417,26.108323,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3644,0_0_0,
2024年09月11日,16:48:16,0,10E8,304,25_3,0,226,0,332,64,72,66,0,0,0,27.375793,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.062094,-51.735495,-50.381820,30.041783,26.591028,26.140322,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3645,0_0_0,
2024年09月11日,16:48:17,0,10E9,304,25_3,0,227,0,333,64,72,67,0,0,0,27.375793,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,30.077203,26.558665,26.140322,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3646,0_0_0,
2024年09月11日,16:48:18,0,10EA,304,25_3,0,228,0,334,64,71,67,0,0,0,27.441902,-58.675123,-57.471579,-57.587969,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.112656,26.494018,26.140322,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3647,0_0_0,
2024年09月11日,16:48:19,0,10EB,305,25_3,0,229,0,335,64,71,67,0,0,0,27.441902,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,30.148143,26.494018,26.172347,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3648,0_0_0,
2024年09月11日,16:48:20,0,10EC,305,25_3,0,230,0,336,64,71,67,0,0,0,27.508123,-58.800603,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.148143,26.494018,26.172347,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3649,0_0_0,
2024年09月11日,16:48:21,0,10ED,304,25_3,0,231,0,337,64,72,67,0,0,0,27.541276,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.735495,-50.305261,30.148143,26.494018,26.172347,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3650,0_0_0,
2024年09月11日,16:48:22,0,10EE,304,25_3,0,232,0,338,64,71,67,0,0,0,27.640903,-58.427086,-57.471579,-57.823290,-57.587969,-57.823290,-58.182837,-51.652977,-50.381820,30.148143,26.494018,26.172347,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3651,0_0_0,
2024年09月11日,16:48:23,0,10EF,304,25_3,0,233,0,339,64,71,66,0,0,0,27.707463,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.062094,-51.818398,-50.381820,30.183663,26.461734,26.268577,25.442151,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3652,0_0_0,
2024年09月11日,16:48:24,0,10F0,304,25_3,0,234,0,340,64,72,67,0,0,0,27.874361,-58.550623,-57.705201,-57.705201,-57.823290,-57.705201,-58.062094,-51.735495,-50.381820,30.183663,26.461734,26.268577,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3653,0_0_0,
2024年09月11日,16:48:25,0,10F1,304,25_3,0,235,0,341,64,71,66,0,0,0,27.874361,-58.800603,-57.705201,-57.705201,-57.942249,-57.705201,-58.182837,-51.652977,-50.381820,30.219217,26.397244,26.300705,25.442151,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3654,0_0_0,
2024年09月11日,16:48:26,0,10F2,304,25_3,0,236,0,342,64,71,67,0,0,0,28.109230,-58.675123,-57.587969,-57.705201,-57.705201,-57.587969,-58.304497,-51.735495,-50.381820,30.254805,26.365038,26.332859,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3655,0_0_0,
2024年09月11日,16:48:27,0,10F3,305,25_3,0,237,0,343,64,71,66,0,0,0,28.176597,-58.800603,-57.705201,-57.705201,-57.823290,-57.471579,-58.304497,-51.652977,-50.381820,30.254805,26.332859,26.332859,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3656,0_0_0,
2024年09月11日,16:48:28,0,10F4,304,25_3,0,238,0,344,64,71,66,0,0,0,28.277869,-58.550623,-57.705201,-57.587969,-57.705201,-57.705201,-58.062094,-51.818398,-50.381820,30.290426,26.332859,26.300705,25.473625,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3657,0_0_0,
2024年09月11日,16:48:29,0,10F5,304,25_3,0,239,0,345,64,71,67,0,0,0,28.481214,-58.550623,-57.705201,-57.587969,-57.705201,-57.587969,-58.182837,-51.735495,-50.381820,30.290426,26.332859,26.236475,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3658,0_0_0,
2024年09月11日,16:48:30,0,10F6,304,25_3,0,240,0,346,64,71,67,0,0,0,28.583290,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,30.290426,26.365038,26.332859,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3659,0_0_0,
2024年09月11日,16:48:31,0,10F7,304,25_3,0,241,0,347,64,71,66,0,0,0,28.617376,-58.800603,-57.705201,-57.705201,-57.705201,-57.587969,-58.304497,-51.652977,-50.381820,30.290426,26.332859,26.332859,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3660,0_0_0,
2024年09月11日,16:48:32,0,10F8,304,25_3,0,242,0,348,64,71,66,0,0,0,28.583290,-58.550623,-57.705201,-57.823290,-57.471579,-57.705201,-58.182837,-51.735495,-50.381820,30.254805,26.332859,26.365038,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3661,0_0_0,
2024年09月11日,16:48:33,0,10F9,304,25_3,0,243,0,349,64,71,66,0,0,0,28.447249,-58.675123,-57.587969,-57.705201,-57.705201,-57.823290,-58.062094,-51.735495,-50.381820,30.183663,26.268577,26.397244,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3662,0_0_0,
2024年09月11日,16:48:34,0,10FA,304,25_3,0,244,0,350,64,71,67,0,0,0,28.413313,-58.550623,-57.705201,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.458703,30.183663,26.236475,26.461734,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3663,0_0_0,
2024年09月11日,16:48:35,0,10FB,305,25_3,0,245,0,351,64,71,66,0,0,0,28.277869,-58.800603,-57.823290,-57.823290,-57.823290,-57.705201,-58.182837,-51.735495,-50.381820,30.219217,26.236475,26.494018,25.442151,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3664,0_0_0,
2024年09月11日,16:48:36,0,10FC,304,25_3,0,246,0,352,64,72,67,0,0,0,28.244082,-58.927081,-57.587969,-57.705201,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,30.183663,26.236475,26.461734,25.536648,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3665,0_0_0,
2024年09月11日,16:48:37,0,10FD,305,25_3,0,248,0,353,64,71,67,0,0,0,28.109230,-58.550623,-57.471579,-57.942249,-57.705201,-57.705201,-58.182837,-51.652977,-50.381820,30.183663,26.204398,26.365038,25.568196,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3666,0_0_0,
2024年09月11日,16:48:38,0,10FE,304,25_3,0,248,0,354,64,71,66,0,0,0,28.075590,-58.927081,-57.471579,-57.705201,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,30.290426,26.172347,26.365038,25.568196,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3667,0_0_0,
2024年09月11日,16:48:39,0,10FF,304,25_3,0,249,0,355,64,71,67,0,0,0,28.075590,-58.800603,-57.471579,-57.942249,-57.587969,-57.705201,-58.182837,-51.652977,-50.381820,30.254805,26.172347,26.300705,25.568196,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3668,0_0_0,
2024年09月11日,16:48:40,0,1100,304,25_3,0,250,0,356,64,71,66,0,0,0,28.109230,-58.550623,-57.471579,-57.942249,-57.587969,-57.705201,-58.182837,-51.652977,-50.381820,30.290426,26.172347,26.236475,25.536648,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3669,0_0_0,
2024年09月11日,16:48:41,0,1101,304,25_3,0,251,0,357,64,71,67,0,0,0,28.142899,-58.927081,-57.705201,-57.705201,-57.823290,-57.705201,-58.304497,-51.652977,-50.305261,30.326081,26.108323,26.204398,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3670,0_0_0,
2024年09月11日,16:48:42,0,1102,304,25_3,0,252,0,358,64,71,67,0,0,0,28.210325,-58.927081,-57.705201,-57.705201,-57.823290,-57.471579,-58.304497,-51.735495,-50.381820,30.326081,26.108323,26.236475,25.410701,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3671,0_0_0,
2024年09月11日,16:48:43,0,1103,304,25_3,0,253,0,359,64,71,67,0,0,0,28.277869,-58.675123,-57.705201,-57.705201,-57.705201,-57.471579,-58.304497,-51.735495,-50.381820,30.326081,26.108323,26.204398,25.379275,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3672,0_0_0,
2024年09月11日,16:48:44,0,1104,304,25_3,0,254,0,360,64,71,67,0,0,0,28.244082,-58.800603,-57.587969,-57.823290,-57.705201,-57.705201,-58.182837,-51.652977,-50.305261,30.326081,26.108323,26.204398,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3673,0_0_0,
2024年09月11日,16:48:45,0,1105,305,25_3,0,0,0,361,64,71,66,0,0,0,28.413313,-58.550623,-57.587969,-57.705201,-57.471579,-57.942249,-58.062094,-51.818398,-50.381820,30.397494,26.140322,26.204398,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3674,0_0_0,
2024年09月11日,16:48:46,0,1106,304,25_3,0,0,0,362,64,71,67,0,0,0,28.413313,-58.927081,-57.587969,-57.823290,-57.705201,-57.705201,-58.062094,-51.652977,-50.305261,30.433251,26.108323,26.268577,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3675,0_0_0,
2024年09月11日,16:48:47,0,1107,304,25_3,0,1,0,363,64,71,67,0,0,0,28.413313,-58.800603,-57.705201,-57.705201,-57.942249,-57.705201,-58.182837,-51.652977,-50.381820,30.433251,26.076349,26.268577,25.316496,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3676,0_0_0,
2024年09月11日,16:48:48,0,1108,304,25_3,0,2,0,364,64,72,66,0,0,0,28.345532,-58.675123,-57.587969,-57.705201,-57.705201,-57.823290,-58.182837,-51.735495,-50.381820,30.433251,26.076349,26.268577,25.285143,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3677,0_0_0,
2024年09月11日,16:48:49,0,1109,304,25_3,0,3,0,365,64,71,67,0,0,0,28.345532,-58.927081,-57.705201,-57.705201,-57.705201,-57.587969,-58.304497,-51.652977,-50.305261,30.433251,26.044401,26.365038,25.347873,15,40,6,14,36,500,2000,2560,B0,FF,FF,0_0,0_a,1_1ff,3_3678,0_0_0,
